wakeupduration,lightsleepduration,deepsleepduration,remsleepduration,durationtosleep,durationtowakeup,wakeupcount
3363,5693,12922,43741,5987,4460,14
3038,2706,15984,24006,7546,4946,27
2069,3923,4470,6060,5700,3173,57
5725,4727,9565,22719,3954,211,4
1034,4905,13893,31488,9292,4892,1
3085,2625,19273,6220,8668,3083,17
5823,5765,7556,30832,6054,4163,12
3032,5936,2705,39899,1355,2420,55
5099,1519,10949,15538,9238,4044,42
2596,2061,19858,52417,1753,2867,41
2803,4775,2456,22984,789,2759,18
1558,3751,6470,11845,4401,727,31
3690,1395,6112,26902,9233,4228,31
2530,3280,15665,15826,9589,3829,40
1318,3312,8964,22020,6005,414,57
4896,5385,13830,34493,7663,1504,2
3402,2250,1892,50811,9818,293,51
1065,3874,18633,54182,2724,2596,12
4283,5056,11696,4439,6628,2984,55
1186,1688,17306,56987,885,3420,23
4143,1069,17167,50895,3924,2356,26
2318,2093,13332,37971,6450,1727,30
5114,5805,17945,55690,8892,1834,49
5510,2546,4318,36430,1377,211,22
5636,2698,12037,51354,1035,2574,54
2390,2828,19901,26842,2990,1334,48
4868,2897,16898,57546,8515,1500,15
3055,5294,5412,23689,8216,843,27
1937,2335,10995,22550,3493,1063,53
5066,4148,17899,10309,5223,3330,16
5214,1334,5177,8263,2588,4415,30
4916,3342,19138,52421,8280,2524,16
4453,3221,6832,6628,8714,3048,39
3922,5878,8194,44880,9848,3075,25
1452,1113,5356,36382,4581,302,57
4519,1203,5134,53767,9827,3890,53
3679,1647,5744,15670,8805,531,29
3818,1558,11529,26434,6165,2972,13
4865,5348,19523,32738,8700,4118,23
4004,2354,18181,44033,4667,1979,42
5467,1607,18010,57687,3357,2544,8
4395,3932,15353,1333,6975,3211,32
2968,3570,4861,6458,2178,1707,26
3582,1039,4266,10206,5708,2263,7
4664,1855,10964,21057,2171,4033,26
1659,4270,19932,28717,621,3523,17
4742,1655,9662,30017,9422,403,6
1484,2099,18181,25952,9081,2245,14
1546,3759,19430,19938,9594,1816,43
1321,2253,10356,30208,3442,2211,10
5911,1956,5519,6035,403,3672,5
1256,2128,18400,32350,6241,3929,58
2246,4689,9300,58389,7713,4331,1
4603,2590,13059,50824,8884,3405,11
4382,2270,8484,56853,1405,2439,35
1656,2729,12032,6388,2831,3948,9
1508,4277,19929,18578,2465,4632,28
5809,4320,8713,43669,6261,1564,44
3939,3880,5602,41244,7691,555,44
5834,4354,15262,41260,6686,406,28
4214,4623,9213,33242,1730,220,17
3269,1921,14538,12962,5056,2164,11
5316,5574,19933,49545,4077,3295,1
4261,5468,12783,18611,3424,3468,21
4204,4125,4655,4945,141,807,50
2610,1188,16487,59280,8969,3836,16
1393,3427,2282,30110,775,1874,5
1241,5507,7253,34524,5994,2580,56
3305,5231,17212,5824,4374,2896,2
3568,2149,10608,26533,2034,1318,36
3163,1013,6630,1242,3045,2436,52
5465,4416,7031,21859,2753,2227,15
2565,2446,17725,56966,7865,2647,43
4574,5160,10786,52321,4311,1741,26
5334,3171,11532,58813,1268,1989,21
1200,4189,3288,7328,1092,1715,55
1836,3844,15719,41221,9601,2647,6
2699,3624,6536,21537,7389,1148,13
4650,4054,5816,46326,122,3553,15
3568,5909,18169,44289,7809,359,37
1358,5268,4656,53640,9340,2604,6
2245,4465,15183,13428,6315,1139,52
5299,2820,4225,56586,8431,2736,25
1327,2153,14092,54656,178,2697,10
3519,3071,3127,1099,4000,1341,11
3334,4715,3150,34313,1567,2771,11
2440,4669,1447,11912,7348,4498,51
4519,2845,2893,1184,1221,3727,31
3968,4635,11899,38024,1000,1247,58
2966,2587,18887,10588,4956,4869,33
5587,1557,18006,48534,7932,1995,30
3305,4063,9494,23662,4411,781,45
3269,3199,4926,5304,1005,4348,24
4343,5955,13515,13580,7154,1659,35
5482,4751,1624,42514,2790,2542,7
3355,3257,9167,55948,273,441,10
3096,3505,6218,53385,8633,1511,15
3732,5293,13779,39114,807,3705,48
1065,5763,13142,12155,8862,2101,33
2812,5749,13108,49754,7119,3499,13
5911,5491,1943,21999,2698,2917,3
1198,4283,4745,50355,4186,173,15
4025,4637,8282,28910,7642,863,60
4431,1378,9397,58481,5572,1239,42
4249,4380,4518,8155,7274,4449,15
4760,4297,1096,45786,9356,2783,13
4101,5971,16183,43050,9535,4898,27
3137,5755,4071,12021,2637,896,12
3674,4541,3302,10341,6899,2665,51
4324,1796,17293,27446,3119,3274,47
5210,4638,3953,13519,6771,1725,6
3233,1893,14141,52271,1424,3779,2
4405,5261,17381,4855,6837,4852,41
1762,5152,1341,1844,1045,2133,16
3994,5358,14921,39201,4912,3814,28
1972,2627,9109,56743,6091,655,41
1753,1733,14717,3403,1081,1764,30
1861,1544,7204,8470,7278,1976,21
4220,3622,8025,49668,9640,2389,31
4769,4366,12108,18447,7077,3409,15
3943,5413,7740,7017,9371,1033,8
5552,4330,4555,28377,2983,4761,9
1945,2495,18243,25000,2985,2192,4
2458,5755,6860,37762,8053,3682,37
4530,1970,5325,53970,2343,442,2
1415,1108,17074,58399,6922,1725,39
2356,5366,12928,36619,4820,520,33
1205,2981,10792,10101,2439,530,7
3882,4491,6593,1061,4987,3331,27
2390,4206,1302,56166,3128,4543,10
4300,1137,11387,23425,7296,4166,47
5485,4305,13949,34611,4525,1361,8
1566,3590,16038,21407,3068,2486,52
5462,5579,8620,27615,695,2877,5
3802,4563,15024,1235,2605,1599,32
5950,5242,17683,6001,2041,659,8
5979,5871,10110,46254,7958,1291,47
1055,1626,1725,39013,7550,1438,22
5868,3777,1960,1093,2597,4750,43
5484,5425,9972,21100,964,4221,38
3379,5894,17920,23351,5396,449,29
5533,2572,2456,13519,1671,2375,54
5979,5152,2065,45612,864,892,47
2552,2350,11322,41526,8516,1360,19
4891,1191,12388,46324,5617,379,7
3528,3422,6602,28758,4095,2217,6
3466,1385,10462,58789,7768,1198,59
4295,4558,13547,13081,6542,3645,53
5750,2042,13790,7023,3893,3707,13
1672,5204,15918,28286,5867,4345,38
5724,4524,3147,4402,6776,4458,28
5255,4037,16738,10466,8307,3186,56
3865,4224,14411,21478,4458,2864,57
4634,4622,19307,42031,4191,2099,41
3472,5526,6055,43086,7833,4660,43
2317,3107,10777,18563,6157,4197,17
4484,3062,12844,24913,6514,1804,60
3201,3319,18526,13127,1640,2283,12
2425,4385,6155,9152,5522,1848,24
5561,2514,11916,22516,2365,2279,46
2559,2973,11380,19221,8672,2538,56
1843,1101,7211,52565,1507,294,27
3402,1972,5893,7121,3175,1165,35
3899,4082,17214,49280,2332,3560,2
3567,5802,13368,31235,7718,3822,56
1001,4614,5752,51583,1693,4567,34
1646,4134,1791,24893,288,2754,40
4896,1881,3154,20898,6934,1287,8
5780,2770,3226,6560,8556,751,59
4840,1339,13644,15342,6569,275,50
3309,2572,13526,10200,7230,2495,46
2043,3675,2027,19368,2487,3470,23
1796,4382,10835,54580,2882,493,26
5316,5029,5533,9229,806,4949,33
1149,1942,2857,23374,5120,456,18
5437,1794,5155,29090,3845,4637,18
4922,5308,18793,59006,3990,3494,19
5284,3326,1973,409,6557,3796,7
4861,3591,5569,50036,6002,582,52
5664,3985,6839,13801,4840,3809,11
3080,5114,15769,30775,4544,1391,9
2760,5182,9162,600,4423,1715,6
3565,4701,14581,48150,5972,3871,47
1732,1904,14711,6780,8223,4444,10
4860,5360,19450,47821,6469,4044,20
2644,1304,18049,14652,596,198,19
1831,4526,6000,15003,7968,1437,59
5811,4015,3424,52367,7338,2733,36
3500,2731,10173,52599,6622,1517,41
4024,4608,17363,15792,3321,2334,57
4217,2633,11498,34002,6872,4609,9
1541,1129,4387,51887,8278,4199,30
5748,1576,4232,54177,4640,2609,17
2412,2097,8649,19515,7647,4385,17
4472,1568,7832,49036,5978,2815,41
3909,1787,9988,45802,1445,4889,32
3641,2970,13493,42033,1346,735,24
3400,5484,1462,14009,3259,3266,51
2553,5987,1405,34380,7889,834,49
5293,5972,16346,40987,9718,1520,26
3971,3232,1002,34986,5488,3233,52
2986,4664,14987,45830,5053,3031,10
2576,3400,12355,33388,138,1195,22
1330,1891,10301,35142,4121,1703,7
1274,2059,10619,49835,3682,1969,37
4403,4618,15196,36595,4202,1778,46
3073,4019,7860,2237,6203,4964,28
1476,1740,6724,47094,3150,2774,5
2598,5749,1459,4706,884,952,52
1164,5870,13988,47845,7505,4333,6
5386,2694,6050,40055,6838,4004,28
1618,5819,9083,48062,4530,1003,4
1226,4609,19683,51323,8502,3121,54
2302,2149,11628,43542,7249,196,4
1281,2600,13067,51341,7118,4944,26
4907,3484,18252,22667,5349,1691,12
1364,5226,4139,54545,155,4204,19
4581,5149,1175,11462,3222,2713,43
4069,4091,7633,22597,3851,3456,27
1014,4174,3964,32844,1239,4243,14
2028,3770,16977,7232,5724,2689,28
4331,5905,3168,29255,2303,1102,15
1727,3203,9395,43645,6144,3173,9
2213,3645,1788,51038,2618,1887,2
2542,1858,8000,25616,6174,2650,12
5426,1825,12490,14480,4729,706,48
4199,2752,6251,50877,1440,436,12
1563,4162,12604,27678,8492,250,44
4715,4644,9227,16985,3148,910,56
5830,1196,13014,43297,3999,1835,26
4196,4986,4590,14336,8065,3570,16
2144,1642,18504,28656,1297,2891,49
2424,2003,16327,17310,4699,2853,3
1054,3482,2207,30818,3892,4223,51
2517,1873,9830,15691,4416,2291,8
3286,4189,16699,31120,2304,4556,14
5205,3563,18619,4758,8802,164,12
4684,4893,3994,34208,2057,259,21
2572,4162,6079,18611,8495,3357,7
1466,2121,12064,47812,9569,4158,11
4710,4640,16647,37698,2908,2858,50
2363,5139,12849,33332,7054,3020,44
2854,2776,8400,13086,5899,2802,8
4562,3282,13200,22662,3576,1694,51
5009,3202,15433,27862,1745,3314,58
4803,4183,18023,11259,9224,3420,29
1171,2066,2097,31523,5891,999,47
5557,3203,9784,46347,934,1656,48
2392,1090,3641,51312,1656,1571,59
1469,5991,2652,8516,9372,1518,46
1309,3120,14956,21043,9519,1959,47
4481,4646,14028,38871,247,652,47
1696,3550,18866,20638,7491,4205,12
5080,1423,18821,35509,756,2838,36
4664,4887,6913,5011,5003,671,58
5183,4212,8192,35220,203,418,13
5291,1174,2376,53606,3740,1727,27
5061,2271,16730,23527,5255,4439,48
2831,3010,11655,7170,801,1499,4
3737,4154,18564,27090,7439,1356,24
1888,3843,11538,18677,9741,424,43
2571,4557,1154,18649,1041,3533,16
4927,4556,12161,3511,456,1991,1
5248,1971,6409,18589,3996,4253,26
3173,3600,11720,18754,7364,1636,16
3904,4613,7777,56947,3477,2982,24
5599,1343,5435,42501,7905,3906,28
3697,4488,9814,35349,2923,4607,22
4391,1879,2052,49616,203,3315,9
4341,4190,16260,4413,1873,2933,42
3917,3544,9724,19398,8936,2578,47
4573,4349,6707,54732,9593,1065,60
1396,1889,14567,27883,2990,4024,11
3638,4588,8437,36297,7309,3870,36
3226,1827,10518,3015,4410,1559,60
5140,4140,4521,38486,9036,1266,29
4406,1936,13230,41391,7466,1042,57
3121,4584,7012,46748,6060,2937,4
3599,3354,8978,19657,7494,3556,48
1480,3207,16629,3211,1369,2629,53
4784,4456,7146,45125,5782,2549,3
2110,3130,2497,27657,6498,820,18
2371,4392,11883,19321,8729,3490,14
5387,5592,10553,36223,6810,954,44
3015,3747,3156,24208,8308,2831,47
2867,2815,1799,38326,3437,4980,57
3188,3407,9756,57307,754,2203,6
4273,2516,4447,11751,2324,280,43
1622,2016,5118,30793,7484,146,33
4419,5864,2196,55092,4676,684,31
2458,3607,2990,37865,782,4854,19
2520,1465,14769,38665,5798,604,4
2691,3790,15307,54096,6290,4567,35
5143,5011,12070,11680,5749,1641,59
5931,4344,7610,54139,9452,303,56
2223,2716,16810,29021,7123,2716,47
4758,4961,6792,45309,2167,4688,34
3409,2027,7306,17764,8368,3873,33
5168,3210,19946,58800,5147,3065,27
2794,2915,16439,19401,7964,920,42
1805,5254,7294,41906,7983,4309,39
5605,1904,5579,40347,8276,278,53
2465,5276,1562,32260,4121,3957,17
2457,2357,7813,11979,1663,3069,58
3562,5516,9344,18040,6902,4947,33
1610,1470,2412,32781,4974,4425,39
2774,5982,8650,52899,3412,2792,52
3116,4363,4415,8861,5077,4955,34
3159,5914,3433,35694,8450,319,43
3580,2334,14665,3011,9990,4852,48
5017,3884,5734,9506,9192,3537,56
2670,4787,16581,13017,6976,2955,43
1950,1657,15516,19928,7002,1878,12
4548,4091,15012,51405,2770,4023,26
4798,2241,5298,25488,3759,2877,34
5839,4134,3080,9461,6904,1481,19
2991,1192,3281,18266,1653,4787,41
1267,4426,3245,17899,758,2468,34
3262,4384,12731,36018,5474,2674,14
1030,1652,12052,46060,7410,4996,18
5634,5818,13176,14579,3239,1982,22
2185,5899,9346,15179,3223,3754,29
1862,3126,19752,51762,1235,818,11
1927,5399,13147,18170,5351,2569,36
1549,5382,5960,33592,3346,4570,23
2589,1628,13204,36785,5672,2335,40
2410,1585,2625,15772,527,1344,35
1927,3834,12144,59566,338,1188,34
4537,4215,16960,28615,7029,3127,45
2920,1194,1924,19390,4528,758,5
5508,3328,9404,34522,9127,2664,15
2277,1859,9334,2767,4234,3178,38
4932,3156,8184,2745,7455,4565,44
3810,2684,18335,3704,3870,4129,60
5572,4084,15944,16526,1338,555,39
3819,5444,16678,58809,253,3889,16
5563,3939,5161,8457,4806,1433,25
4481,2705,9701,20916,6840,1455,58
4559,5120,15135,50652,8450,2578,52
3393,4903,7723,13031,5628,4161,59
5262,4328,17103,7027,1586,4408,55
4784,2147,9166,40439,1025,4451,10
4212,3176,16946,14792,8780,2802,10
3599,2665,5302,8001,5465,3597,31
1445,4082,4121,2928,106,3752,13
1073,2553,19813,10722,3792,3713,53
5617,5890,12253,10386,3722,2383,5
2171,4309,16953,55391,3927,655,7
3733,5740,2332,49589,1658,2181,31
2770,2446,11393,53980,9699,3158,21
1071,1305,10825,21434,9205,613,47
3020,3778,16213,59076,5133,2001,17
4929,4499,11810,52007,2094,3842,52
5421,1431,17024,32490,5728,1784,28
1711,2700,4127,50962,5095,3723,38
3427,2986,6056,23988,8424,759,12
4126,5957,19218,16304,5409,4186,12
2833,5932,7710,8827,2381,4381,33
1691,2097,14491,11152,3624,2580,36
1099,2875,14021,34415,1400,143,4
5569,4217,13173,33759,538,1294,12
1991,3483,13890,16729,8856,398,2
3243,2408,7708,43071,3345,2020,5
4536,1783,5125,25101,1444,269,45
3275,3866,14001,35202,2770,1085,13
1625,5330,11497,22341,6408,2959,11
2200,1383,9050,9803,1334,4180,21
3419,5000,7040,21367,3628,695,35
3115,4431,2234,50982,484,307,26
2880,3733,15010,44443,8680,3990,15
2476,3132,17777,811,7573,1575,21
2353,3611,19382,954,1849,1240,30
2027,5029,8052,12450,151,3600,6
2751,5958,6389,16459,7276,3313,56
5205,1657,5980,59045,269,712,60
5194,3741,2804,404,8566,4326,5
1463,3589,2563,36340,4032,595,57
2737,3555,12564,51702,1162,2803,52
4871,3451,2525,55059,3166,4787,22
4107,2283,11395,29976,726,1380,36
3683,1321,2128,36010,2092,3364,20
5499,2338,5084,40263,9206,4657,10
4598,1458,19109,44040,2786,3126,17
3580,4828,10177,23194,9958,3544,13
4305,3189,1539,2900,2224,2461,53
1084,2880,3270,36030,6469,719,20
5131,2862,12917,30409,5772,4260,23
2501,4935,5519,40432,757,337,22
4857,1933,4977,14066,1246,3304,51
4620,1615,2371,3235,6304,4264,32
2142,2212,4958,1706,8678,4854,33
5010,3785,1476,10021,8078,939,7
1260,3439,4331,2872,1380,864,5
4710,5585,11334,55580,6374,3717,15
5813,3492,12875,8428,9218,4938,26
4475,5670,16427,54175,9094,1550,6
4833,1143,1706,38982,5641,2938,17
3316,3372,5259,25423,4292,3074,19
5107,1785,17902,47208,1861,3050,18
5844,5318,4696,22095,3506,4789,35
4560,5171,10842,9176,9967,2900,51
4974,4384,16489,41908,3436,4020,7
5497,3008,13077,6607,5179,3743,40
3854,4413,10042,48693,6906,1706,54
4837,4468,16716,28046,4569,4435,49
4679,2293,15461,11906,5190,4811,1
1059,1320,1902,54903,4861,4477,39
1271,4540,16418,10025,1162,3055,3
4484,3043,16368,26283,1910,1855,47
4875,2750,2383,40328,8203,2729,8
1772,3078,7448,18012,9461,3597,5
2852,1691,3530,25296,2370,903,21
5189,4610,5799,47251,3928,3909,2
5964,4302,2198,30826,216,4386,24
1081,3049,15796,3195,141,3910,8
4857,5934,18001,7334,8936,1633,23
1841,3751,9077,31721,4199,4879,39
1170,4447,15604,28817,3712,3464,40
3479,4714,5877,28337,2855,663,19
1710,5248,14523,45377,2129,525,38
1735,5899,8177,7187,7686,4138,54
5172,1850,11989,57380,9795,1831,47
3761,5761,11590,43571,3274,3699,44
1383,3085,14053,21575,2737,3608,48
1650,5682,4317,42681,8233,2676,2
2181,5240,4916,32637,1822,1877,59
5338,3089,8155,24239,5161,3394,2
2494,2847,9098,57723,8671,2860,26
4245,1286,17204,12446,9453,655,48
2502,3713,2616,50259,7344,1277,10
1116,2391,6974,7673,8420,1557,15
3642,2136,8950,6090,3104,3834,45
4069,4184,18442,32169,3377,3925,16
4920,5011,7421,46221,7493,3437,43
3300,5988,8366,39956,9806,3179,40
1888,4626,7178,14010,8099,1427,16
4801,4525,8658,3742,7645,2407,48
1141,1347,7216,28101,6778,820,41
1593,5737,11851,56773,6725,4367,53
1546,2120,16741,48849,7501,1298,59
1459,4961,13206,49538,8510,3324,10
2844,5812,4548,21046,5482,2155,54
5724,4713,13499,19427,8370,825,50
4887,4369,4681,8645,6776,797,14
4781,3598,16606,13084,8185,1849,21
1440,3609,11291,35800,3033,3580,23
3828,4153,16475,43602,7452,4039,49
1356,3777,2409,16316,3878,1364,35
4931,2796,11359,2615,4550,861,36
1379,3586,9867,17993,5037,2377,8
3094,4079,7112,22047,351,1517,37
3707,3435,13074,33498,5331,3710,25
5379,3037,5506,38585,4746,1633,46
5620,3135,9423,35010,7713,384,26
4664,3337,4870,46756,3832,4270,49
1364,3972,10685,27641,4218,1817,19
3909,4740,4225,50642,5343,3162,34
4643,2934,15558,25714,3651,3071,5
2314,1919,18026,15706,390,2295,10
2994,3037,16254,50696,5005,3613,13
5683,2312,1334,56863,7813,2770,25
5297,5008,7758,28869,8600,1568,52
5579,3593,19548,21891,8946,1658,22
3411,4120,7884,12375,7437,2838,11
5179,5441,17103,35179,7846,1702,3
3058,4160,17730,33027,5151,3235,46
2860,1260,15369,18228,704,703,31
4233,3091,19794,14169,3950,2787,46
4078,5463,6166,23744,8671,901,27
3347,3115,19775,744,9732,4248,12
4336,1836,7564,46702,3258,4601,13
3307,2761,5999,48578,9659,3300,36
5614,2021,13724,15957,3257,495,24
5308,5691,2435,10544,3842,2060,37
3909,1206,14047,53852,8642,232,13
2131,5877,17772,55423,1808,3906,27
5617,5295,18397,9353,5106,4185,37
1736,2046,9745,38347,8858,711,33
2936,1800,13486,32504,5324,4833,4
3526,5331,14779,44168,4091,1831,21
1182,1740,9220,26489,4971,1196,7
1326,5615,2886,47888,6805,3394,34
5752,2779,5981,32864,5403,4894,5
4338,1642,15050,8722,6051,3416,45
4230,3442,6112,35815,6567,4712,36
5761,2527,12125,13991,4438,4036,58
4556,4979,3813,50653,2717,3696,38
3148,3202,2740,56287,7384,383,44
5436,2575,14493,3015,6511,920,22
5386,4054,16777,46384,5928,3043,25
4407,3020,11400,54326,6176,3905,53
3805,5237,11015,14052,5538,4501,19
3448,4269,6874,7890,9578,3729,6
4128,2062,8080,57939,8847,533,23
5747,2248,19464,27420,8093,3583,44
5094,1529,16569,10701,2376,2649,4
5401,1316,17154,20746,7151,4622,11
1866,2082,18099,49193,9097,2109,44
2093,1846,14934,58388,3700,3784,45
4778,1024,5966,57164,9999,2793,35
5959,2894,4232,43714,7565,3906,15
3885,4678,18511,34547,8793,1607,55
5291,3433,12172,18336,5523,1094,23
4383,1533,14641,28963,345,999,49
4953,2840,1692,32587,9856,3349,34
2521,3190,8525,17340,7810,1447,11
4622,2613,12560,44778,3528,1905,25
2072,2732,14625,3196,5814,3481,5
3404,2497,15268,55465,6037,2802,14
1484,5337,3703,23097,9153,4424,21
1855,5690,4563,43343,6680,3035,17
4299,5022,19698,10735,6565,3683,1
3459,2733,9765,338,9620,3474,48
1992,3627,12805,55873,5775,4616,36
4630,2619,2132,43208,8288,769,36
2927,2632,9883,56940,3877,4373,7
4738,1516,16903,59285,8730,2784,50
4007,1526,14607,19729,8598,2423,22
5740,1908,18470,41374,3226,1886,36
4919,3593,5369,29474,670,706,11
4679,1406,8396,13831,1852,3624,44
4737,2835,1693,11231,625,3684,41
3393,3010,8591,44866,5308,1229,8
1305,5466,15988,49806,6136,2016,53
5626,4035,14263,10488,2533,3405,28
4511,2751,11025,57821,3470,2962,47
4560,5117,12247,35218,9068,3527,21
4283,2008,16943,35006,6374,1694,8
5361,3664,10893,31614,2700,3432,23
4201,2766,5494,24009,3848,1908,60
5989,1720,4220,29909,7233,3731,44
3624,1529,10179,19738,9624,2715,46
4920,2775,4226,34675,7165,4567,54
5863,1514,18972,26951,4791,3150,27
3353,2602,2655,9803,5566,4478,3
3463,3749,9627,34981,7862,4009,59
3628,1743,11619,39276,8302,970,47
4116,2408,15439,36346,8739,4737,26
4230,5422,16585,2730,2814,4676,54
5075,5064,4386,40888,2655,3137,53
3027,5715,18781,55783,7924,2278,46
3067,1047,15538,798,1679,4631,47
5729,5887,6294,32752,5054,2378,10
3351,5874,12536,18620,9157,728,36
5018,3591,5906,44639,4495,3345,22
5787,5841,9085,58662,2395,667,7
4324,4735,10461,43144,567,1545,51
4966,4027,12104,7283,6801,4822,28
3105,2361,17929,45690,4813,1975,49
3717,4829,1440,12379,2893,3592,36
2786,5446,4243,33511,6647,4168,56
5152,2534,11652,4337,2612,3120,15
5038,2234,15751,49287,7650,523,45
5922,3151,17126,36621,6204,483,7
4677,4793,4470,11313,7451,4918,42
2038,5268,6326,53556,6255,4251,16
1167,1359,3800,19420,5454,4243,46
3083,1207,1004,52505,397,570,32
1947,3147,18607,44253,4417,2058,13
5741,2991,2387,35847,4998,1464,35
3847,4859,9250,41811,6429,1116,42
1488,3432,1897,36182,807,2187,6
3234,1591,6621,43413,5560,4258,17
2473,2184,7275,3040,3159,4980,48
5768,4548,3790,40913,1083,288,57
1306,3559,5416,20996,1963,1204,43
2198,4641,5122,4978,2139,1917,12
4416,1975,4859,9353,3859,4953,41
5525,2922,3098,54009,4415,2436,24
3103,4791,17219,27490,7860,4891,10
1629,2520,18426,43722,2348,3739,50
3653,1762,7741,41465,6867,1170,52
4679,2880,12002,41478,6070,558,26
2459,5390,12524,24755,6614,2937,31
4205,5307,11003,54646,8465,2351,49
5460,2992,10311,20859,5697,1709,16
5431,3525,13531,8135,1572,2187,29
5538,1946,15397,20545,5497,3869,1
5329,1129,1251,41786,2147,1413,50
1193,2874,15064,4266,3111,850,27
5270,2476,3718,58761,3426,3815,43
4284,3222,3936,37520,3463,2963,17
5020,1246,19007,33390,5217,2422,14
2144,4492,13251,18586,9004,2338,18
2177,4501,11956,32892,557,1562,26
4512,4674,14325,5079,3128,4543,59
2608,5827,4046,13977,6893,3187,20
1758,1464,14769,45343,9915,1674,42
1230,1010,14898,22746,7201,3099,53
5576,5707,14139,1865,8168,2864,34
5502,1788,8039,39287,7110,4482,3
5719,4164,4572,22080,9353,4462,1
5388,3362,5809,46299,5605,911,49
1049,3066,1720,4535,7457,162,11
4798,5828,7929,12855,6573,1748,59
1272,4783,5146,41395,8594,1998,43
5072,3588,9189,16496,3561,2311,43
4029,4608,8843,13431,7852,3615,45
5795,2881,4997,14989,6472,4886,28
5864,1998,1955,46092,9852,3920,41
3041,5057,18615,39880,4092,4006,29
1052,4895,6913,9903,4851,279,45
4885,1571,7296,59295,3067,4713,31
5478,1368,17038,19496,9664,658,48
4493,1336,3551,7732,8844,3497,20
5746,3735,7719,10754,2802,320,19
1429,5182,17271,2067,3218,2446,15
5171,1270,2344,567,452,1766,6
5293,3448,5221,30057,7524,4345,11
2636,2889,17347,21444,6644,951,29
2369,4794,15132,41611,3607,3205,50
1540,4901,5734,43679,999,3920,18
3485,1204,13931,51793,6932,3964,7
4258,1304,8763,46351,4121,1547,1
1213,1644,1274,30202,5035,853,4
4890,5538,11044,18254,7875,1067,59
1989,2639,15138,26108,7401,243,51
5282,5586,5704,44635,7633,2324,30
1224,4932,14156,45441,338,4322,53
2441,3501,3082,42172,8116,3679,31
2029,5735,15333,16265,8512,1471,44
5254,1961,17448,16528,1631,399,54
2935,4747,17140,50592,9309,1390,23
5024,4451,18042,48667,3338,1294,3
1934,2642,1880,24924,1864,816,26
3400,1576,19471,4077,8682,2821,24
3976,4033,16458,57898,4553,4243,11
4324,4762,7764,4213,6867,4620,30
1906,5882,19010,11928,3737,1395,60
2014,1646,7337,34606,3047,951,51
5814,5967,13792,6501,5233,1020,55
5529,5188,3390,49805,2627,4144,1
1987,2811,9796,48859,7397,2568,42
1268,4785,10828,26339,6111,1827,5
4779,5284,15305,55178,4049,4893,27
2904,5563,10520,40357,8165,193,35
1861,2322,11260,5331,442,808,25
5794,3284,8780,13296,2599,4510,29
2448,5475,12411,14775,7213,1584,22
2486,2798,6913,52475,700,4329,26
3353,3234,14084,57647,9191,3825,33
3303,4569,2016,17346,109,1456,34
5707,4641,16573,53143,6569,3509,30
1679,3066,15980,3481,8520,1925,53
2207,2271,11631,20572,3213,2839,2
3995,5095,1044,35920,6078,4275,3
4231,5456,3961,16783,1082,3721,11
3088,5418,10641,6916,7726,2331,13
5471,4319,12294,6317,3656,3983,9
1836,2532,15492,9726,5902,3461,14
3906,4563,3968,30070,5105,2457,48
4816,5906,2290,46077,6279,2716,13
4576,4859,3769,29938,4644,1392,28
3487,5293,14292,21618,9199,319,36
5145,4240,12143,9419,152,4700,1
3626,4341,7764,52056,7942,4549,1
2975,5916,11451,19403,6230,4307,5
1520,1446,8212,1493,4212,1009,47
2373,5283,9229,11386,8575,743,11
1784,5657,10511,42271,7842,4856,50
5190,2187,2618,29514,9151,3656,48
4136,5608,6834,50469,4925,3860,9
1391,2024,1465,42664,6832,3382,28
3623,1435,11947,49510,8891,4453,59
4119,1859,7547,49888,6706,3999,52
4010,3744,15246,28234,2695,4029,33
3043,1886,19100,13102,3750,3986,10
5159,2821,1501,25479,5488,1867,8
5240,5788,15841,9978,8925,2513,24
2968,2136,12657,25139,5059,3437,32
5472,3292,19802,52222,1510,2406,8
3779,4428,1803,28399,8242,1398,45
1982,5074,8613,59822,1875,2605,33
1288,3767,2368,41458,8979,4598,19
3879,2659,4787,39023,7631,4651,59
1117,3719,15197,22130,6861,154,13
2283,5292,8067,13355,5245,4933,39
3635,2702,7891,55037,249,3654,36
4680,1281,19612,51809,8910,423,22
1095,1243,4106,37636,3217,3979,6
5294,4899,10108,7135,8603,3519,14
1277,1188,4010,9394,6259,4970,40
2401,4729,12193,22887,7177,1649,26
3407,2006,7771,55426,5834,920,26
2882,4070,8456,53662,3995,3553,10
4300,3372,3941,22199,9603,1756,40
2637,4648,3078,12366,2067,4767,9
5442,2222,13539,50448,4338,2088,33
5215,3685,15305,10271,6874,2795,57
4890,4609,17596,41928,1634,1300,42
2779,3289,6767,11214,4942,809,48
2214,5094,10700,52615,7938,1792,48
1651,1787,11207,51099,8727,2094,27
3490,4692,9794,9253,4457,1334,16
3179,5752,16785,21102,7153,227,11
5402,4190,17399,59932,2785,2135,52
5636,3709,3288,55634,6119,602,10
5068,1261,11103,48505,3203,3456,12
2381,1825,17009,44753,6808,3287,55
4498,4633,12931,5088,1784,2646,15
2563,4650,17731,24641,4145,3963,25
1258,1387,10170,55319,5198,4150,17
2706,2149,12341,42275,3057,4298,8
3716,4858,2366,31294,841,1716,59
4861,5532,2406,30152,1728,568,34
4243,3573,19702,23629,4796,3766,31
1576,3951,9872,17341,2996,4842,21
