wakeupduration,lightsleepduration,deepsleepduration,remsleepduration,durationtosleep,durationtowakeup,wakeupcount
2820,3544,19009,28884,644,177,31
4065,3464,12898,1293,1258,2789,11
1334,2507,3329,52102,4916,1312,4
5385,3292,18782,12691,4794,4485,6
5973,1577,15536,59437,2673,3669,21
4783,1280,19582,51497,6249,199,44
3314,2947,10416,10734,2186,4540,13
5084,4620,19262,51215,6569,562,36
5005,4650,1378,25122,5880,3659,14
3124,4372,6937,44523,8923,944,18
3107,5887,19995,22346,9537,4768,8
2460,1471,11258,15958,6668,2418,48
4425,3907,18328,8095,2581,4034,2
5123,2926,10067,15650,1363,1839,44
1276,3455,6398,747,6852,4289,41
4313,3765,5551,10876,5153,1650,59
4292,5431,8519,6011,2797,2160,14
2815,3134,17536,54197,4576,2654,57
4706,3274,13016,5604,3922,1278,18
2048,1179,18906,22308,5120,3947,9
3294,3968,15500,37354,8344,1189,8
3431,4814,1404,6496,6033,3486,38
1537,5860,15503,8606,1989,283,30
1720,3149,12696,11635,1028,2353,11
4355,1320,16862,53534,4244,3566,16
4079,5591,17846,34993,8224,4359,46
3566,3864,10548,2782,6513,3958,16
3224,1349,9999,40026,2274,1904,49
2245,2353,5222,24277,5183,3900,40
1512,1098,16497,28278,5838,1468,41
4431,2060,7606,9892,2987,3711,19
1250,2068,11449,25995,9755,2028,45
4235,5896,2088,59303,8369,794,8
4668,4064,5081,23141,7016,2533,38
2888,5450,4797,11438,6728,3149,2
5701,4154,15674,47974,7196,4807,50
5013,5012,14530,37606,3276,1704,52
1452,1036,4857,5768,9903,1011,21
3629,5159,8653,30108,6687,4726,44
4513,3630,18935,14921,8640,1480,9
2038,3607,1405,420,2482,4676,24
2311,3994,2314,54592,2240,4455,22
2436,5382,16304,3432,3918,4213,31
1291,5853,17254,26378,1557,4766,50
2456,5971,17742,26908,8180,1233,11
4259,1081,10191,19638,4371,3289,20
3031,3244,9112,30933,7107,1715,15
5282,4696,10296,14312,2581,1859,30
2630,3265,9415,20725,3550,4785,2
2528,3191,17967,17029,2920,1480,59
4866,4046,6466,58782,6668,3746,57
2018,4725,15276,32275,3874,4478,34
2558,5219,15226,13908,9628,189,29
5269,5430,17800,2304,1656,350,35
4858,1637,4066,38457,1305,4887,47
2503,2994,10723,26474,9908,3813,58
2014,5401,14586,58544,8342,3348,58
3921,1229,13175,57748,9192,113,8
4993,5893,11612,32789,2762,707,28
5909,3859,2791,37306,2569,348,28
2050,1255,18200,17864,7232,2967,1
4399,2848,3499,58019,2083,2831,33
2634,2762,2154,18483,8372,4583,22
2548,3396,4409,17316,301,1141,6
4311,5845,3741,35230,1415,4745,13
3031,3651,18859,44004,7195,1847,31
1882,4251,4069,42983,8794,2226,20
1724,1544,19989,7942,1195,1925,27
4878,4985,18244,27710,7036,3223,18
4460,2689,5144,13614,2793,3317,7
5465,5984,5256,19615,3748,2705,4
2390,3908,4095,52305,1288,4214,13
5940,4725,16445,6788,4740,1611,56
2947,5461,18369,35014,2339,2381,37
5507,1952,18697,21642,489,4017,46
5093,4997,15062,56697,7429,478,27
4549,1239,18606,59732,4022,3898,34
1437,2877,16592,30229,7416,2306,53
2833,2799,4868,11393,9104,3362,3
2108,1967,13706,54143,1963,4004,15
4967,5373,9580,58182,6241,4089,42
1528,5686,2110,45248,1223,3653,24
1060,3618,2639,38365,9797,904,22
3406,1523,12988,37068,7630,2224,46
5989,5458,18361,46151,5205,3642,18
2790,2200,11981,27575,5418,1312,54
1446,4462,9453,54238,1287,746,4
5727,5075,4750,34895,569,3281,13
4461,2042,16575,28347,8098,3944,30
2999,5239,1557,35137,7168,1190,25
5655,4763,5694,46044,567,3884,40
1028,4531,16286,22142,6293,687,15
4070,5127,13596,22999,3240,3746,24
5052,4172,14375,1363,1341,4920,52
3773,4641,18991,42076,8685,3977,3
4251,4952,15842,26535,2797,1775,9
4891,3644,4008,31329,8650,3165,52
2080,2056,9383,19438,7079,4670,14
3746,4027,5343,2842,5952,1541,33
1532,5368,9977,26055,7744,2193,2
4005,5811,18637,12624,909,591,9
4141,3542,2834,5567,6343,3683,26
5929,2934,6987,29535,4622,1167,9
1032,2737,14885,26793,672,3520,55
3674,3452,12028,6328,4650,3460,42
3612,2430,9294,12882,1459,4195,3
5945,4243,7670,8941,2171,588,55
3287,4226,3988,56934,8177,1399,10
5490,3185,1296,10197,8028,203,7
1796,4997,12606,28229,2670,2666,56
4925,4710,2521,56666,4397,3498,35
3982,1394,17839,30715,9655,4206,16
2564,2073,5342,17303,7841,4636,54
4640,2871,7385,10975,3530,1393,55
1948,2229,5565,12120,4261,1177,46
3312,3083,7857,45191,5250,3833,9
3729,5068,10838,32496,2337,981,55
3510,3792,2248,32701,4387,432,31
5707,3141,12243,58652,9573,4555,3
5399,1058,3818,28564,3723,1157,47
2167,3650,13319,12501,2270,4092,7
2983,3801,9239,4756,3805,4821,46
5606,5523,4908,20531,468,3337,50
3107,4273,16701,41322,5306,961,21
4414,5332,3761,33360,9544,874,8
4538,1731,4552,39790,6099,392,10
2561,3529,9785,33236,9279,1825,20
4390,2117,8193,23527,1387,3476,10
3657,5376,19848,49414,926,2543,58
3331,3448,12453,43468,4698,4045,8
5256,1878,10314,8662,8139,522,17
1060,3222,5684,14092,7978,223,51
4110,3389,3635,23346,2630,932,25
3873,1173,2434,50318,8166,2090,10
3761,4650,4152,4227,1944,3794,54
3006,4907,15083,44585,3743,2487,11
1462,5146,1522,32416,590,2491,10
2774,4544,19990,56443,1293,2013,52
2631,3814,19329,33816,6049,286,46
4299,3415,9544,56023,8542,408,14
1512,1287,10498,42122,1876,3542,37
3669,4097,4543,52010,3246,3619,46
1666,3054,19189,6003,5167,2460,4
4298,1171,5946,12103,3996,650,4
2528,2066,19515,7852,4625,2583,25
1218,1380,14049,46076,5128,3697,32
4991,3290,10604,51949,3974,2360,48
5058,3485,14268,39062,9583,280,59
4692,5425,17629,27108,9623,116,44
3932,5416,17866,27440,9288,4293,2
2904,4581,14683,51509,339,2994,11
4207,3212,7191,34404,4201,578,6
4303,1960,1710,36664,1116,3982,11
2606,1387,14736,4232,7989,1390,55
1849,5135,10406,39271,1002,3900,19
4437,3405,9732,42727,5318,1303,52
3059,2326,19789,37660,7319,2276,7
5969,4567,19767,13605,8702,2028,34
3511,1308,13300,21270,8049,913,30
4462,2410,2196,7578,5836,3247,49
4015,4354,5128,25313,7368,4887,3
3855,1467,4612,21778,6734,849,56
2548,1416,14604,17071,9170,1584,45
5250,3318,19732,27300,5293,2579,19
2328,4718,12098,23254,5248,4764,50
5462,3633,11963,3102,1246,3022,59
4994,1716,7107,579,7935,2377,49
4447,1944,16785,30672,7145,310,28
3346,3043,2132,46556,606,229,12
4137,2831,8791,53940,7301,2883,23
2937,1203,17133,30385,4542,1250,15
4632,1507,9466,3188,7762,1200,4
3239,2417,17273,32974,3278,2949,39
1772,1084,5149,53910,1771,1977,29
5825,1328,6429,8619,127,2388,25
1715,3332,8253,52146,871,1046,15
2197,5482,6584,40208,2588,390,40
5394,2058,10423,6482,5944,3498,59
4190,4810,12848,47299,4520,4193,12
3366,5215,6663,25659,7617,3807,22
1535,1137,5740,11198,3605,1006,20
4872,5493,11547,36646,9324,2682,43
3747,2054,17610,33424,6376,4305,50
5576,5868,8870,31938,3838,1962,44
4410,2390,8273,36518,5883,2104,12
4256,3971,19521,53000,4403,104,33
3028,2497,3324,46499,9903,3311,7
5448,1455,11538,26700,5588,1132,50
2965,5037,8749,26103,208,2038,60
3941,3479,1079,29143,281,1616,28
4219,3709,11026,8395,3603,1236,2
2079,3526,4788,5695,9379,379,20
4124,5223,19841,21160,6298,1934,39
1393,2555,12168,43047,2869,213,46
2453,5703,14641,50418,5663,3508,42
4785,5610,16161,1022,366,4107,21
3122,5317,14820,45455,3877,424,5
3936,2548,1788,4192,974,4960,50
3569,3674,9503,27620,2663,4268,21
2725,3775,1737,1568,3753,3814,59
1657,5361,15555,51591,7857,2730,31
3184,4874,10881,32228,8744,2484,15
4380,4509,2856,12909,9163,2026,44
4926,4604,3277,16208,8181,345,44
1355,2330,10846,28127,6795,894,18
1603,1901,4241,55987,6643,461,53
4386,1308,5045,49842,2104,4996,60
4560,5982,19633,44219,756,982,14
5451,2179,9736,53782,8200,3002,19
4740,5707,8440,43666,4905,4430,16
5147,4385,6579,48011,3678,2964,58
3168,5277,4206,27579,9742,3418,7
2726,1879,19538,20802,5786,4283,1
4750,3261,11023,52312,3079,4678,20
5653,5962,3143,11942,3052,3909,53
4781,2601,8632,49850,4786,310,29
5662,4223,18423,45809,633,1212,24
5713,3829,8504,59541,6784,3615,60
5185,4781,16813,55579,4372,3139,31
2915,4255,19516,21444,7931,4029,37
4237,1195,8823,13794,8096,1571,51
4172,1807,11871,34445,610,4742,16
3486,4303,2048,36300,700,609,27
5825,1712,5095,35683,2184,2058,41
1019,2057,1889,37120,3969,3716,60
1719,5718,4215,46208,3654,3758,13
2007,2087,13525,25073,2545,821,13
5668,2402,3030,26302,9451,1759,3
3846,4477,17285,1221,8652,2936,16
3582,1506,8141,25375,392,1890,40
3016,5118,2961,30813,9439,4239,55
2104,3408,13278,3599,9710,1845,1
3565,1831,8426,1619,4832,2412,45
2580,5764,8904,36112,4275,132,29
3166,1171,3247,36727,4567,3945,33
3458,1593,8427,51751,1503,2555,51
5236,4636,11553,34185,5345,4455,7
2325,4319,18934,41031,3729,3321,51
3207,2449,11928,12614,9955,4637,7
5791,4422,1829,55015,4172,574,25
1170,1966,12188,14896,3675,4796,15
3618,4790,1690,10386,8102,4256,38
3456,1302,3361,7138,2381,3652,48
2253,3741,18015,35687,3984,4725,12
1452,1703,17994,8291,3750,3884,21
4314,2069,6976,22995,1724,693,60
1757,3770,6184,43158,6914,1597,25
5966,3895,5098,19151,9218,121,39
2742,4641,10855,4542,6173,1290,16
5562,2099,13235,20477,1538,3570,41
3229,5240,10482,2722,8455,1200,49
1793,1255,2031,24890,8488,2632,51
3753,5312,12489,7618,4244,3637,12
3183,5073,1751,43120,2124,338,14
5972,1783,18777,15300,1108,4787,14
3761,4033,13232,21567,3625,4423,38
5298,2651,3351,1312,9349,4413,11
2647,5060,5754,25540,6425,4385,41
3732,3605,15374,15016,8137,2248,17
2328,5093,14483,20194,4172,2175,3
3982,1833,15399,58780,3602,3688,35
5292,4601,12397,26959,3296,2127,9
3915,2374,5471,30825,338,4142,14
4776,3973,19091,15174,6091,3798,53
1528,5523,17012,50634,8911,4288,36
4612,3865,4527,44131,6107,4507,51
5259,4799,3593,11111,8277,1094,33
2471,2477,5158,46701,991,3494,39
5865,2666,3782,39876,3543,3272,58
2304,5115,6407,19096,5097,4255,20
2585,1733,8860,40477,1915,1583,29
2232,1176,8852,4085,3356,4860,7
2990,2358,12545,30899,1192,1240,11
5734,2148,7710,47734,5762,4753,36
5924,1413,4404,12858,589,4626,58
4699,5034,7450,51481,6086,3720,11
2218,4342,8097,38498,4072,2415,20
2351,2924,14734,51772,844,1838,39
4413,5650,19156,13323,3589,3871,32
1440,4873,6892,5905,1582,1404,31
4068,2434,10087,55190,7700,2000,16
2856,3534,11340,8372,9715,2831,2
2139,3830,15509,21025,6277,4510,18
1528,2351,18244,10712,2539,3131,9
1002,2976,4800,41907,9916,4698,48
2098,5225,1011,21071,6052,2279,52
1742,3748,10770,34365,5552,3031,34
5670,4551,3896,52751,9127,2935,52
2320,2276,7649,51351,3445,3017,20
2673,1790,6697,41982,3291,4857,49
1102,3678,3826,32214,5742,3989,14
1265,5479,16011,32241,1925,4499,5
5288,3375,18222,23603,127,2967,32
5512,2060,8199,50104,1627,1624,8
3034,4165,5145,59386,3934,273,26
3754,1434,16961,56298,1975,157,41
2410,1386,1317,40373,1352,2266,23
5008,3830,1707,49269,678,1910,52
4237,3013,17574,9286,1834,1634,16
5463,1402,12044,16821,5450,3293,9
4922,3936,3765,55485,2379,1272,57
3023,1934,12508,50086,1713,4098,2
5659,1300,3220,39491,1795,3983,59
3788,2402,8703,41024,6274,3048,46
4459,5848,4998,31840,2854,4656,49
3774,2066,1760,37741,1414,4479,57
3718,1630,4366,2908,2660,1743,39
5404,2036,11370,8945,5421,1711,6
5517,3481,11834,17155,4929,578,17
3579,1647,5878,10000,3499,2156,47
3810,3596,3720,13880,1283,695,4
2443,5624,12989,47971,5225,4799,4
4283,1479,16098,56988,7660,1642,44
5648,5618,14908,33217,2852,126,14
5690,2247,16078,41987,1995,3390,37
1412,3888,17528,58243,8483,2175,10
4455,2001,4102,47124,5283,2050,41
2955,5081,5337,30667,5490,305,29
2480,3946,9274,57668,6769,2738,29
5477,1337,7205,57642,4406,679,13
5796,2156,12350,36606,7974,1978,60
4247,1762,10082,18221,2393,2461,12
1112,2251,5557,1847,6767,3357,5
2705,5566,3862,23738,2205,1697,45
4267,4188,19140,34019,4662,1220,12
2903,5586,3111,32612,759,1620,32
4272,4788,11413,4280,3315,3534,30
3292,5203,17413,10395,1399,1109,14
4642,3725,14806,27056,6193,3573,33
2607,5079,17951,20696,8983,3888,22
5934,5229,9736,26301,2171,1473,5
5477,4620,1479,49792,1162,4013,28
1945,1656,10486,24595,3764,804,11
3051,1850,16584,7441,1269,1985,5
1639,1293,17307,6355,9118,2976,3
4493,5417,10347,11668,7976,2079,22
3215,5192,4197,42859,735,4886,5
2512,5604,7419,14410,843,2129,26
5713,4835,13977,35250,7280,831,5
5809,1715,14411,32871,9362,3871,23
4245,2949,16552,34658,2483,2318,20
4320,2148,6793,44185,8312,3441,9
5618,3454,7059,58160,2752,4605,60
5662,5075,13176,1091,4943,4338,44
2124,3339,2391,43642,287,1535,58
3648,5851,1441,1598,3968,2137,17
4859,5727,11050,54281,8673,3324,14
3709,2738,3812,26660,6223,4545,10
4518,3078,19148,49373,5349,162,49
4743,4351,7304,11628,5758,388,55
2861,1961,10783,38629,6873,3518,40
2434,1088,5389,34867,7311,4540,30
3523,1686,2908,12155,102,3967,21
2887,2216,16937,33821,7684,1969,30
1127,4347,12260,36403,5443,3780,60
1047,2155,2055,47215,8809,2406,25
4476,4759,19678,45511,6411,2655,36
1785,1241,8618,6972,4397,2322,12
2740,1579,7989,13055,241,4806,55
4511,2267,10055,29021,988,2761,29
3367,4800,19255,23126,3854,4439,58
3005,1395,1431,33548,1276,2901,45
2775,4006,2988,46528,4278,1269,16
4384,3441,18411,12064,4610,3024,26
5374,2531,9775,1482,5131,3661,31
4311,5663,7140,16136,6663,4356,58
4114,5505,8503,54342,755,4764,46
5334,5251,11022,9623,1944,1526,15
2603,5260,3526,4206,730,179,13
4052,3774,9013,29611,8632,4628,1
2715,5996,7736,39891,9336,4356,34
5459,5460,8589,29746,6916,911,18
5142,5697,18780,51367,4507,804,54
4462,2067,5627,11933,4475,143,39
2316,4928,3496,44425,588,322,40
5853,3694,8396,2037,9661,3237,19
5096,1514,3880,6812,2136,4830,23
3437,3372,18476,16557,5729,4782,51
3908,4736,6317,24498,7317,1707,10
1393,1146,11387,46382,1076,985,60
4041,4491,2336,21376,956,2676,24
2864,1862,5944,25613,2619,929,3
2333,2577,7580,39025,9572,1533,53
1558,1129,11297,54533,2767,1577,51
5343,1237,14339,50375,4350,1162,60
1428,5855,11193,41622,4856,1696,60
1303,1100,17177,43815,6491,4105,25
2272,1658,18518,53422,9021,2680,52
1110,5097,17897,3152,2642,628,10
4247,1537,17394,50674,2892,4416,31
2336,3898,6477,57871,4670,4124,29
2583,2548,19835,11417,5332,848,13
2611,1411,18373,27063,4127,4044,11
2166,3074,3102,38510,2380,4905,60
3510,3780,1223,34826,1748,3059,26
4798,4856,3751,41632,6719,3853,49
5146,1632,10221,10849,3025,2187,40
4575,4659,6297,22728,5084,4893,41
3581,3085,2111,3919,4764,1879,11
4023,4201,7144,28941,2913,1274,55
2537,3961,4338,39942,8534,3957,28
5522,4000,16705,1323,2186,618,22
5901,3442,7197,21892,5074,2906,52
1909,4406,19079,22930,9911,4488,42
1437,4871,1248,36078,6859,3358,5
3737,5765,8934,31559,9893,2367,6
5797,4588,9594,978,2243,1337,15
2489,2785,17915,42536,1754,1158,33
2567,4416,9338,23529,9516,4957,12
2564,5299,6649,42642,4075,4213,32
4111,2837,5419,32300,4013,2255,7
3539,4917,18676,58123,880,4338,44
5383,5380,9351,7865,2355,174,55
2414,1130,19785,28218,2813,4776,37
3461,4363,8341,23845,7960,3518,29
1881,3057,14589,39927,4779,2235,7
2189,1188,16066,40503,7644,1113,19
1066,5063,15203,12507,460,718,8
2926,3990,1908,23899,4801,1910,47
2051,2911,17657,477,4319,272,26
5131,4442,1568,48119,1704,4310,27
2956,2671,16394,16901,1495,1696,42
1660,2024,6419,57751,7560,1377,16
5664,1923,11326,42910,1666,2723,45
4074,4657,9280,24668,2676,2607,34
1025,1278,4535,54061,9321,3008,13
1587,4985,3480,38656,5566,4753,26
3471,5895,7266,4424,8071,2874,19
2646,4703,18395,31161,436,4882,57
4763,1049,5788,31807,3496,2389,46
5563,2232,1335,22282,6795,2177,57
3496,3970,15379,48385,7685,3455,17
5566,5410,18778,14222,3110,2743,36
5032,2900,6039,41732,4783,3384,3
3959,3456,10610,31471,1950,3719,52
1471,5423,5562,27274,2963,4548,23
4825,1586,2434,49833,3353,1954,44
2542,5377,19020,3454,4531,3837,4
3718,3807,7291,36095,1623,1090,9
5107,4927,17997,27213,6697,359,30
1193,3477,11056,29227,5687,1314,13
2329,1356,14157,53195,615,4133,59
5632,2106,7883,20183,947,276,36
2289,1062,5019,20327,4122,4148,21
3574,2588,1010,102,7857,2693,46
5505,5931,8035,36351,6139,2212,29
4609,3842,19426,43861,7647,2727,23
1466,1569,6577,50145,997,1786,12
5564,2660,14378,10523,4978,4081,48
2522,2363,9737,10757,9977,3569,20
1039,1254,11513,10703,5316,4733,30
3876,2413,17759,42829,274,1897,39
1983,3729,12830,31341,8315,4296,8
2760,5575,6752,30733,1178,3577,41
3751,3977,12502,38352,9962,1237,38
3198,5187,3753,38515,1300,1134,29
2798,2199,7570,51475,1054,2053,57
2386,5996,3334,15666,4739,995,15
2630,2596,5126,46932,1059,4903,40
5197,2944,1726,4176,9550,2188,45
1721,2866,14119,37223,4817,4198,24
3823,4637,17953,4319,4204,1235,54
2474,5821,6104,13245,3551,1815,60
4375,5790,8741,346,5958,3042,10
4266,1283,1717,23106,570,1715,60
1723,2888,11806,3959,5686,4970,5
2267,1647,4682,5626,7118,2097,16
1080,3312,13627,53482,1320,4610,23
1726,5075,3667,3016,419,4474,12
4200,5416,1831,10271,6544,1402,57
2566,2262,1256,44780,7911,3115,60
5786,3422,11816,13234,5139,4520,25
1294,5650,9567,47234,8737,4107,33
5967,1131,19223,15827,2931,4970,19
1113,5758,8989,59230,2109,2345,30
1713,3510,5188,41178,3894,2398,57
2711,4777,13927,24023,7943,875,39
5193,1985,19476,6081,5633,2262,47
2471,4315,9636,28179,5057,406,3
1735,4075,19392,22884,9493,2631,31
2992,3045,2008,43669,9395,369,35
3036,3799,3430,50951,5375,981,8
3877,3057,1553,56979,9688,3367,33
5251,3158,12004,8136,906,4786,56
3628,1842,1012,40900,3074,2906,17
1536,4867,19047,13674,6512,2360,8
1868,3135,9815,46107,1850,235,4
2480,5423,18796,10093,3725,4561,30
4906,2812,9753,41979,1538,734,35
4144,4945,18643,36658,6172,1918,42
3133,5984,11442,51376,7763,4832,35
4263,2144,5450,14604,9068,223,26
1996,4544,5496,23238,4909,2372,49
3198,4291,1782,23861,9332,4335,3
4980,3893,2245,51336,9185,3659,33
4706,2376,4608,58922,4860,2293,1
3939,3863,3942,29782,8837,3182,3
2581,2709,10142,51432,8181,3387,35
2669,4614,5736,47970,4702,2576,48
4520,3548,3166,41280,4024,2507,19
5182,2697,15291,48088,4826,2174,9
1005,1355,10857,30326,6635,1164,20
2079,5188,10063,16840,4154,1981,47
1458,5036,9242,25031,9227,602,15
2070,2706,8835,50084,5840,4384,11
5780,2591,9951,43383,513,3721,44
4243,2165,5523,9873,8702,956,24
4425,5742,10909,22427,4710,2625,50
5858,4079,13076,22104,1408,2673,41
2342,2461,3168,27218,101,1738,5
1884,2863,13494,57282,3482,682,36
2650,4764,12730,16676,435,1730,48
5832,3512,7544,7836,7601,1412,3
4494,4030,4707,5700,3451,4599,5
5655,5026,15359,27265,9324,1030,8
5284,5343,12593,32927,8598,2310,4
4843,1052,6592,18699,1630,2878,49
2369,3382,11757,16659,5448,3737,24
4126,3672,3256,4553,786,2486,5
5299,1667,12437,40969,4493,2551,55
4826,2657,11661,32130,9948,3185,20
4027,1971,15475,55430,8462,2699,12
4449,1375,1331,11587,2269,4488,18
1864,5777,19275,29227,9483,4708,51
3958,5957,7810,34072,4696,841,33
4088,3354,15457,47732,4225,1744,19
3500,3351,19429,45958,6442,203,46
4279,1921,19779,5694,8804,3356,9
3269,2804,19627,22651,333,3071,23
5534,1198,13833,46404,4390,193,19
5584,5050,15885,57223,5423,987,49
4866,4633,16191,3761,3685,3288,36
5332,5338,7186,5875,2991,1319,31
4824,3210,8741,41313,2652,1618,40
3047,3507,8907,33193,9695,228,59
3550,5890,16668,36124,207,752,24
1866,1415,4040,30098,9819,4542,3
5974,3605,9168,4966,9679,3758,22
4219,5121,13551,54111,2611,885,60
3541,1841,15818,13469,8324,205,19
5347,5400,11041,22620,7914,3292,12
5525,4623,18234,46798,5112,3114,3
2870,4836,13576,10076,2651,974,3
1688,4731,7460,51020,7337,530,3
1098,4723,13074,5281,9734,970,10
4644,2202,9412,27209,3780,1469,44
5488,4000,11639,30283,5459,1869,40
3495,3810,3400,4560,9303,1714,51
4662,5333,15862,7494,4944,3875,60
4984,5887,7876,3525,5558,1986,14
3968,2074,19727,26524,6426,115,18
5484,5607,10517,58188,3571,3560,12
4494,5357,19998,46768,3065,1311,60
5240,3613,5565,49935,6350,3717,11
5996,1264,7281,16799,9558,4103,45
4385,3444,1491,48181,4058,948,44
5967,3523,19873,8432,9787,972,18
1989,1385,3996,33973,4949,390,44
1250,5657,3323,40267,2612,2207,32
5645,5365,1627,22855,8317,465,9
1685,2203,17250,17890,7970,1404,59
4015,4232,12503,7288,6373,1251,4
2651,4322,12638,26286,8807,4214,49
4343,2487,17206,26647,2636,150,51
5495,4701,10620,2000,2547,2692,13
1380,4662,10057,42644,3271,3722,8
3381,4739,18316,17505,2743,4731,42
3770,5541,18348,21385,7116,888,52
1273,3939,1950,18450,3990,181,47
2464,3228,9889,57399,8847,3730,6
4474,3559,3529,30227,1993,3514,40
4373,4403,17305,56872,1043,4300,1
2292,2600,17636,34152,3367,166,16
5925,5261,12492,3176,3825,127,34
5034,5062,9604,21189,2362,2267,1
4076,2507,15850,8864,446,1310,59
1487,3801,13479,42058,6282,3574,23
3623,1423,12624,43912,450,3908,42
3489,3978,19664,52005,1124,1151,52
2750,5957,2262,3672,2245,4349,34
5839,1822,6625,16877,6582,4016,15
3319,2801,5094,48602,2504,4743,25
5745,2294,12084,24549,1557,1999,8
4973,1398,5035,59537,4772,1371,6
5067,5100,17948,22392,1085,650,41
3199,4185,19810,28919,3697,3938,42
4729,5660,8968,9583,8954,3685,48
3211,5729,6720,12103,9320,1315,42
3649,2533,13997,16020,1320,2321,48
2247,5292,8304,51225,2510,4493,18
4860,1913,15547,45856,4893,2316,1
3072,3442,13844,40126,7334,672,43
5325,5869,3123,22740,7412,1332,31
4105,2800,18925,36625,1831,2401,43
5246,3504,16935,35486,6516,3332,54
2010,5015,9513,14771,5487,4758,18
3792,1011,4826,13269,3577,4972,47
1292,2841,7147,20749,9991,3267,60
1592,5687,10979,5160,8185,4104,22
3342,4015,17087,35790,1393,4626,6
5682,3486,19963,51755,1324,2429,28
2287,4781,11134,35420,3831,457,28
5921,1030,11854,39230,9153,642,24
5675,4355,11569,8399,5295,2297,22
1353,3098,17231,26583,4405,4022,54
1429,3604,1094,42029,5067,3510,54
4329,3491,13400,11166,4963,3987,4
2408,4232,3166,30992,9143,4536,6
4230,4963,10985,33905,4221,3386,48
4634,3609,1574,41160,4422,3880,14
5058,4390,2521,35461,1240,1692,3
5438,1354,9750,55044,7134,3167,15
1267,3228,16750,8386,5711,1909,30
1271,2529,10084,56093,5290,1287,55
3334,5197,9396,30346,525,4913,58
4234,2163,8998,8246,7186,2792,26
5256,4515,5110,4982,6314,997,53
4488,3471,6899,51368,2972,445,20
1582,3719,10772,734,2781,1380,54
3911,1784,4537,28263,2899,282,29
5325,3229,6683,45500,261,651,16
1135,5627,9249,12156,4324,4112,49
4858,3600,3161,59993,5549,1477,28
1985,1134,6786,2582,1311,850,30
1082,1102,1935,53390,191,1263,21
1021,4593,5428,15079,8884,613,13
4610,4366,8146,15584,688,1668,28
4651,2684,15683,44456,300,3107,16
5686,5853,3272,46125,9785,4431,48
2480,2413,14260,49584,462,3061,46
2584,3281,16411,39662,9824,137,54
5584,3551,13766,52883,3604,4205,51
4286,2354,6994,32031,2775,2245,44
4633,5875,11109,24242,4400,4267,50
4905,5763,18592,36684,4115,1644,16
1281,1972,11707,47413,820,1757,42
5653,4881,11742,49577,5709,1206,60
3646,1155,4123,48450,8270,3064,21
1653,4137,14394,37426,9127,3539,55
2929,1914,18601,47698,9493,1998,13
4701,4051,13270,10992,6085,1893,14
1102,2473,18275,45797,4623,1160,2
1375,4400,19713,11025,9139,2084,8
1764,1268,4580,29027,3137,2383,10
3449,4182,19017,3569,1917,4351,12
1213,5995,8836,33351,682,919,46
5423,3592,6215,9991,8855,4319,55
2093,5788,1850,10156,4568,895,1
1922,5473,4081,33736,2825,4458,3
1987,4742,19498,49318,2172,3763,43
5487,2227,12582,44584,6091,4708,20
5930,1450,4924,52490,5552,252,21
2814,2698,8645,45887,3414,3242,18
5615,5333,12879,50848,4662,1514,44
3367,4369,13788,59741,3512,2202,30
4241,5813,9034,45169,4140,3507,57
1807,2725,13621,46512,5832,3640,48
1481,3641,15332,33309,5577,2293,30
3448,5171,3716,3767,3133,101,18
2583,2617,7266,23842,3429,4380,5
3119,5657,13677,12709,8041,1727,31
1355,2471,5655,10669,9966,323,53
3088,4159,17223,57874,9803,3463,8
5287,3314,3446,5208,9743,3945,52
3751,4883,14515,23796,6254,1979,54
2668,1427,11536,11869,9888,1095,50
5996,5886,12087,40703,7147,422,1
1027,1511,5651,8805,1971,3611,2
2923,3210,3352,46876,5429,2293,50
2413,5423,6538,29205,2132,680,57
2679,3620,13733,1704,1698,937,36
5799,1022,9135,17419,4935,3005,38
5112,3840,1680,50584,7632,3562,15
4198,5044,3274,39171,9886,544,44
5520,4006,10718,10327,8063,556,7
4956,1189,5595,37471,3030,4957,21
2697,2531,16067,50333,1384,2917,38
5583,5784,13755,7806,622,1567,31
2063,1425,11471,5139,4471,4345,38
5264,4100,1968,48009,1164,2812,24
5727,2991,3434,49079,4591,1859,27
5280,3824,8518,3327,232,3057,45
4752,4613,1161,56828,834,2003,31
1775,5043,9102,15646,1195,3300,35
1271,3108,9286,42092,8512,490,51
5197,1986,6191,53342,500,1396,51
1097,2799,12608,5607,1686,2171,6
3584,5583,10027,53773,6493,406,30
1571,4477,1583,52756,9041,3901,6
4644,4570,1756,27885,2542,1617,39
4712,4498,10844,45620,4186,2897,6
2360,2800,12801,12333,6309,3657,10
4197,3949,10526,26767,8537,450,40
2404,2243,8008,30518,2992,2106,42
1134,3473,12339,40981,5430,104,45
3827,3406,3134,2238,7293,1473,5
5057,5936,13761,55190,6829,1850,27
4608,1234,6120,34209,3201,2573,4
3614,3400,15610,24240,5093,4979,4
5330,4817,17580,26756,3971,2233,21
5276,4023,17154,53482,7402,2085,51
3791,5134,4846,34673,8544,2789,25
3143,1213,9319,5824,3032,4207,7
4782,2149,12929,37713,5624,4553,34
2430,5048,13641,21483,7780,1415,52
3735,1036,2845,56301,8763,4766,17
2294,4528,7369,15107,1399,3413,54
3054,3730,17208,2797,1846,4125,47
